id,count
0,90.0
1,142.0
2,52.0
4,18.0
5,112.0
10,115.0
11,24.0
12,398.0
15,53.0
17,37.0
18,239.0
23,317.0
25,226.0
26,52.0
31,150.0
39,114.0
40,31.0
41,193.0
42,131.0
43,106.0
51,148.0
52,23.0
54,26.0
60,112.0
61,226.0
62,119.0
63,14.0
65,107.0
66,129.0
68,218.0
71,67.0
80,30.0
82,53.0
94,132.0
98,247.0
101,14.0
102,98.0
107,273.0
112,187.0
113,90.0
115,36.0
116,127.0
120,38.0
121,112.0
122,319.0
132,296.0
143,90.0
147,98.0
150,11.0
151,89.0
152,222.0
153,86.0
155,55.0
156,185.0
159,123.0
161,56.0
163,40.0
177,235.0
186,26.0
188,22.0
190,117.0
191,95.0
192,316.0
195,335.0
200,120.0
209,331.0
210,10.0
211,246.0
214,138.0
215,32.0
218,113.0
219,33.0
222,56.0
225,6.0
228,317.0
236,104.0
241,19.0
242,136.0
243,106.0
245,17.0
247,206.0
251,131.0
252,108.0
253,80.0
254,57.0
258,317.0
260,41.0
261,114.0
265,94.0
266,219.0
267,126.0
269,132.0
270,53.0
275,113.0
278,20.0
279,67.0
286,90.0
287,15.0
288,172.0
289,120.0
293,22.0
294,143.0
297,36.0
302,74.0
303,90.0
304,78.0
307,95.0
309,2.0
311,226.0
312,60.0
314,130.0
315,254.0
319,152.0
322,127.0
323,62.0
325,114.0
327,123.0
330,20.0
332,123.0
333,9.0
338,92.0
341,137.0
345,282.0
348,152.0
349,43.0
350,115.0
352,36.0
355,8.0
356,143.0
358,36.0
363,168.0
369,226.0
371,11.0
372,226.0
375,239.0
380,226.0
388,40.0
391,131.0
392,126.0
393,324.0
394,267.0
396,34.0
401,53.0
407,30.0
409,69.0
410,129.0
416,85.0
418,95.0
420,153.0
421,187.0
422,168.0
424,310.0
428,305.0
429,187.0
431,75.0
435,8.0
439,64.0
441,10.0
447,67.0
449,188.0
451,188.0
452,13.0
454,199.0
458,132.0
463,132.0
467,13.0
470,316.0
471,132.0
474,324.0
478,13.0
483,129.0
484,115.0
485,95.0
486,141.0
491,126.0
494,93.0
495,133.0
497,144.0
499,130.0
515,120.0
518,296.0
521,215.0
525,226.0
529,173.0
532,80.0
534,67.0
540,94.0
544,317.0
547,153.0
549,40.0
563,33.0
564,91.0
567,113.0
572,226.0
577,226.0
578,317.0
585,133.0
588,130.0
589,114.0
590,110.0
592,13.0
594,252.0
596,11.0
598,305.0
599,161.0
605,53.0
606,138.0
607,126.0
608,249.0
609,53.0
610,310.0
611,38.0
614,136.0
615,296.0
616,133.0
617,134.0
618,296.0
624,121.0
629,141.0
631,107.0
633,90.0
637,27.0
638,92.0
643,36.0
644,124.0
645,20.0
646,296.0
648,250.0
650,18.0
651,37.0
652,239.0
656,124.0
657,26.0
659,103.0
660,132.0
662,99.0
665,324.0
675,324.0
681,123.0
682,85.0
685,23.0
686,104.0
689,27.0
696,214.0
703,221.0
704,83.0
705,192.0
714,249.0
717,127.0
718,13.0
720,108.0
721,248.0
723,172.0
726,113.0
728,114.0
730,241.0
731,27.0
734,342.0
737,30.0
738,15.0
745,126.0
746,31.0
749,296.0
752,34.0
753,48.0
758,315.0
765,1.0
766,187.0
768,62.0
769,106.0
774,226.0
775,84.0
781,57.0
784,335.0
794,13.0
795,324.0
796,86.0
802,106.0
803,267.0
805,31.0
806,239.0
807,87.0
809,13.0
810,131.0
812,267.0
814,87.0
818,282.0
819,91.0
825,30.0
836,52.0
839,226.0
847,290.0
848,56.0
851,114.0
852,153.0
853,20.0
857,113.0
858,39.0
859,207.0
861,31.0
867,113.0
870,282.0
871,207.0
872,237.0
874,324.0
881,106.0
886,165.0
890,34.0
895,123.0
899,95.0
900,239.0
901,282.0
902,148.0
903,18.0
913,278.0
918,152.0
923,192.0
924,20.0
926,34.0
927,22.0
930,290.0
934,31.0
937,120.0
939,5.0
941,109.0
