id,count
0,91.0
1,3.0
2,91.0
4,105.0
5,105.0
10,3.0
11,105.0
12,91.0
15,91.0
17,91.0
18,3.0
23,105.0
25,105.0
26,91.0
31,91.0
39,105.0
40,91.0
41,91.0
42,105.0
43,105.0
51,3.0
52,91.0
54,91.0
60,91.0
61,91.0
62,91.0
63,105.0
65,3.0
66,91.0
68,91.0
71,91.0
80,105.0
82,105.0
94,91.0
98,3.0
101,91.0
102,91.0
107,91.0
112,105.0
113,91.0
115,91.0
116,105.0
120,91.0
121,91.0
122,3.0
132,91.0
143,91.0
147,91.0
150,105.0
151,105.0
152,105.0
153,91.0
155,91.0
156,3.0
159,91.0
161,91.0
163,91.0
177,105.0
186,105.0
188,91.0
190,91.0
191,105.0
192,105.0
195,105.0
200,91.0
209,3.0
210,91.0
211,3.0
214,105.0
215,91.0
218,105.0
219,105.0
222,91.0
225,91.0
228,105.0
236,3.0
241,91.0
242,105.0
243,3.0
245,105.0
247,105.0
251,105.0
252,91.0
253,91.0
254,91.0
258,3.0
260,91.0
261,91.0
265,91.0
266,91.0
267,105.0
269,91.0
270,91.0
275,91.0
278,91.0
279,91.0
286,91.0
287,91.0
288,105.0
289,105.0
293,91.0
294,3.0
297,91.0
302,91.0
303,91.0
304,3.0
307,91.0
309,91.0
311,105.0
312,91.0
314,105.0
315,3.0
319,105.0
322,105.0
323,91.0
325,105.0
327,91.0
330,91.0
332,91.0
333,91.0
338,91.0
341,91.0
345,105.0
348,3.0
349,91.0
350,91.0
352,91.0
355,105.0
356,3.0
358,91.0
363,91.0
369,3.0
371,105.0
372,105.0
375,105.0
380,105.0
388,105.0
391,105.0
392,105.0
393,3.0
394,91.0
396,91.0
401,91.0
407,105.0
409,91.0
410,91.0
416,105.0
418,105.0
420,105.0
421,91.0
422,105.0
424,3.0
428,105.0
429,105.0
431,91.0
435,91.0
439,91.0
441,91.0
447,91.0
449,91.0
451,3.0
452,91.0
454,3.0
458,105.0
463,91.0
467,91.0
470,91.0
471,91.0
474,105.0
478,91.0
483,91.0
484,105.0
485,91.0
486,105.0
491,91.0
494,105.0
495,91.0
497,105.0
499,3.0
515,105.0
518,3.0
521,91.0
525,91.0
529,3.0
532,91.0
534,91.0
540,105.0
544,91.0
547,91.0
549,3.0
563,91.0
564,105.0
567,91.0
572,105.0
577,105.0
578,3.0
585,105.0
588,105.0
589,105.0
590,105.0
592,91.0
594,105.0
596,91.0
598,105.0
599,105.0
605,91.0
606,91.0
607,105.0
608,105.0
609,105.0
610,3.0
611,91.0
614,3.0
615,3.0
616,105.0
617,105.0
618,3.0
624,91.0
629,105.0
631,105.0
633,91.0
637,105.0
638,91.0
643,3.0
644,105.0
645,91.0
646,105.0
648,105.0
650,91.0
651,91.0
652,3.0
656,91.0
657,91.0
659,105.0
660,3.0
662,91.0
665,3.0
675,3.0
681,91.0
682,3.0
685,91.0
686,3.0
689,91.0
696,105.0
703,105.0
704,91.0
705,105.0
714,105.0
717,91.0
718,91.0
720,91.0
721,3.0
723,105.0
726,91.0
728,105.0
730,91.0
731,91.0
734,105.0
737,105.0
738,105.0
745,105.0
746,91.0
749,3.0
752,91.0
753,91.0
758,105.0
765,105.0
766,105.0
768,105.0
769,91.0
774,3.0
775,3.0
781,105.0
784,105.0
794,91.0
795,3.0
796,91.0
802,91.0
803,91.0
805,91.0
806,105.0
807,91.0
809,91.0
810,3.0
812,91.0
814,91.0
818,105.0
819,3.0
825,105.0
836,91.0
839,3.0
847,105.0
848,91.0
851,105.0
852,105.0
853,91.0
857,3.0
858,105.0
859,3.0
861,105.0
867,105.0
870,3.0
871,105.0
872,91.0
874,91.0
881,3.0
886,3.0
890,91.0
895,105.0
899,91.0
900,3.0
901,3.0
902,91.0
903,91.0
913,105.0
918,3.0
923,3.0
924,91.0
926,91.0
927,105.0
930,105.0
934,91.0
937,91.0
939,105.0
941,105.0
942,3.0
946,105.0
950,91.0
953,105.0
959,91.0
961,91.0
962,91.0
964,91.0
969,3.0
971,3.0
976,91.0
978,105.0
980,91.0
981,105.0
990,3.0
993,91.0
996,91.0
998,3.0
999,3.0
1006,91.0
1008,91.0
1013,105.0
1015,91.0
1016,105.0
1022,3.0
1026,91.0
1028,3.0
1031,105.0
1034,91.0
1037,105.0
1040,91.0
1042,91.0
1046,91.0
1048,91.0
1049,91.0
1050,105.0
1051,105.0
1052,91.0
1055,91.0
1060,3.0
1064,91.0
1066,91.0
1071,105.0
1073,105.0
1089,105.0
1091,105.0
1092,91.0
1093,105.0
1096,3.0
1097,105.0
1098,91.0
1099,105.0
1102,105.0
1107,91.0
1109,91.0
1111,105.0
1112,91.0
1114,105.0
1116,105.0
1117,91.0
1118,105.0
1122,3.0
1124,91.0
1127,91.0
1133,105.0
1134,91.0
1135,91.0
1139,3.0
1143,105.0
1150,91.0
1151,91.0
1153,105.0
1155,91.0
1162,91.0
1163,3.0
1166,105.0
1171,91.0
1172,91.0
1173,105.0
1174,91.0
1177,105.0
1178,91.0
1184,91.0
1185,91.0
1186,91.0
1187,3.0
1188,105.0
1191,105.0
1207,91.0
1213,105.0
1215,91.0
1223,105.0
1227,105.0
1236,105.0
1237,91.0
1238,91.0
1241,91.0
1248,91.0
1250,91.0
1251,105.0
1253,91.0
1255,105.0
1257,105.0
1261,91.0
1262,3.0
1265,3.0
1273,3.0
1277,105.0
1278,105.0
1280,91.0
1284,91.0
1285,3.0
1288,91.0
1295,91.0
1297,3.0
1299,105.0
1304,105.0
1308,91.0
1310,105.0
1311,3.0
1314,91.0
1315,91.0
1318,91.0
1320,105.0
1321,105.0
1322,3.0
1330,105.0
1333,105.0
1334,105.0
1341,3.0
1344,105.0
1351,3.0
1354,105.0
1356,91.0
1363,91.0
1365,91.0
1369,3.0
1373,91.0
1375,91.0
1377,91.0
1379,3.0
1380,105.0
1381,105.0
1384,105.0
1390,3.0
1393,105.0
1395,91.0
1399,3.0
1400,105.0
1401,3.0
1404,3.0
1408,91.0
1409,91.0
1413,105.0
1416,105.0
1418,91.0
1423,91.0
1424,105.0
1425,91.0
1433,105.0
1434,105.0
1436,3.0
1442,91.0
1444,91.0
1445,91.0
1452,105.0
1455,91.0
1462,105.0
1467,91.0
1472,91.0
1475,91.0
1493,91.0
1501,3.0
1503,3.0
1504,105.0
1505,91.0
1511,105.0
1512,91.0
1513,3.0
1514,91.0
1528,105.0
1533,3.0
1534,91.0
1536,105.0
1537,91.0
1539,91.0
1550,91.0
1552,105.0
1554,91.0
1555,3.0
1556,91.0
